locus_tag	old_locus_tag	protein_id	GOfun	GOpro	GOfun_evidence	GOpro_evidence	product
AEP_RS09635	AEP_01932	WP_087495184.1	GO:0016791	GO:0005975	IEA	IEA	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase
AEP_RS09640	AEP_01933	WP_087495185.1	GO:0004820	GO:0006426	IEA	IEA	glycine--tRNA ligase subunit beta
AEP_RS09645	AEP_01934	WP_087495186.1	GO:0004820	GO:0006426	IEA	IEA	glycine--tRNA ligase subunit alpha
AEP_RS09650	AEP_01935	WP_232459976.1	GO:0016410	GO:0006497;GO:0042158	IEA	IEA;IEA	apolipoprotein N-acyltransferase
AEP_RS09655	AEP_01936	WP_087495188.1	none	none	none	none	CBS domain-containing protein
AEP_RS09660	AEP_01937	WP_157673120.1	none	none	none	none	GNAT family N-acetyltransferase
AEP_RS09665	AEP_01938	WP_157673121.1	none	none	none	none	hypothetical protein
AEP_RS09670	AEP_01939	WP_087493664.1	GO:0003964	GO:0000373	IEA	IEA	group II intron reverse transcriptase/maturase
AEP_RS09725	AEP_01950	WP_087495191.1	none	none	none	none	chemotaxis response regulator protein-glutamate methylesterase
AEP_RS09730	AEP_01951	WP_232459998.1	GO:0050568	GO:0006935	IEA	IEA	chemoreceptor glutamine deamidase CheD
AEP_RS09735	AEP_01952	WP_232459977.1	GO:0008168	none	IEA	none	methyltransferase domain-containing protein
AEP_RS09740	AEP_01953	WP_087495193.1	none	GO:0006935;GO:0007165	none	IEA;IEA	chemotaxis protein CheW
AEP_RS09745	AEP_01954	WP_087495194.1	none	GO:0006935;GO:0007165	none	IEA;IEA	chemotaxis protein CheW
AEP_RS09750	AEP_01955	WP_087495195.1	none	none	none	none	response regulator
AEP_RS09755	AEP_01956	WP_087495196.1	none	none	none	none	hypothetical protein
AEP_RS09760	AEP_01957	WP_232459978.1	none	GO:0000160	none	IEA	response regulator
AEP_RS09765	AEP_01958	WP_087495198.1	none	none	none	none	response regulator transcription factor
AEP_RS09770	AEP_01959	WP_087495199.1	none	GO:0006605;GO:0044780	none	IEA;IEA	flagellar biosynthetic protein FliR
AEP_RS09775	AEP_01960	WP_087495200.1	none	GO:0001539	none	IEA	flagellar biosynthesis protein FliQ
AEP_RS09780	AEP_01961	WP_198301958.1	none	GO:0001539	none	IEA	flagellar type III secretion system pore protein FliP
AEP_RS09785	none	WP_087495202.1	none	none	none	none	flagellar biosynthetic protein FliO
AEP_RS09790	AEP_01962	WP_087495203.1	GO:0003774	GO:0001539	IEA	IEA	flagellar motor switch protein FliN
AEP_RS09795	AEP_01963	WP_087495204.1	none	GO:0001539	none	IEA	flagellar motor switch protein FliM
AEP_RS09800	AEP_01964	WP_232459979.1	none	GO:0006935;GO:0071973	none	IEA;IEA	flagellar basal body-associated FliL family protein
AEP_RS09805	AEP_01965	WP_087495205.1	none	none	none	none	flagellar hook-length control protein FliK
AEP_RS09810	AEP_01966	WP_087495206.1	GO:0003774	GO:0006935;GO:0071973	IEA	IEA;IEA	flagellar export protein FliJ
AEP_RS09815	AEP_01967	WP_087497274.1	GO:0016887	GO:0001539	IEA	IEA	flagellar protein export ATPase FliI
AEP_RS09820	AEP_01968	WP_087495207.1	none	none	none	none	flagellar assembly protein FliH
AEP_RS09825	AEP_01969	WP_087495208.1	GO:0005198	GO:0001539;GO:0006935	IEA	IEA;IEA	flagellar motor switch protein FliG
AEP_RS09830	AEP_01970	WP_087495209.1	GO:0005198	GO:0001539	IEA	IEA	flagellar basal-body MS-ring/collar protein FliF
AEP_RS09835	AEP_01971	WP_198301932.1	GO:0005198	GO:0001539	IEA	IEA	flagellar hook-basal body complex protein FliE
AEP_RS09840	AEP_01972	WP_087495210.1	none	none	none	none	hypothetical protein
AEP_RS09845	AEP_01973	WP_087495211.1	none	none	none	none	tetratricopeptide repeat protein
AEP_RS09850	AEP_01974	WP_087495212.1	GO:0016740	none	IEA	none	FkbM family methyltransferase
AEP_RS09855	AEP_01975	WP_087495213.1	none	none	none	none	FkbM family methyltransferase
AEP_RS09860	AEP_01976	WP_087495214.1	none	none	none	none	tetratricopeptide repeat protein
AEP_RS09865	AEP_01977	WP_087495215.1	GO:0015288	GO:0006810	IEA	IEA	TolC family outer membrane protein
AEP_RS09870	AEP_01978	WP_087495216.1	none	GO:0030253	none	IEA	HlyD family type I secretion periplasmic adaptor subunit
AEP_RS09875	AEP_01979	WP_087495217.1	none	GO:0030253	none	IEA	type I secretion system permease/ATPase
AEP_RS09880	AEP_01980	WP_087495218.1	none	none	none	none	flagellar protein FliT
AEP_RS09885	AEP_01981	WP_087495219.1	none	GO:0001539	none	IEA	flagellar export chaperone FliS
AEP_RS09890	AEP_01982	WP_087495220.1	none	GO:0007155	none	IEA	flagellar filament capping protein FliD
AEP_RS09895	AEP_01983	WP_087495221.1	GO:0005198	GO:0071973	IEA	IEA	flagellin
AEP_RS09900	AEP_01984	WP_087495222.1	GO:0005198	GO:0071973	IEA	IEA	flagellin
AEP_RS09905	AEP_01985	WP_087495223.1	GO:0003677	GO:0045893;GO:1902208	IEA	IEA;IEA	flagellar transcriptional regulator FlhD
AEP_RS09910	AEP_01986	WP_087495224.1	GO:0003677	GO:0045893;GO:1902208	IEA	IEA;IEA	flagellar transcriptional regulator FlhC
AEP_RS09915	AEP_01987	WP_087495225.1	none	none	none	none	flagellar motor stator protein MotA
AEP_RS09920	AEP_01988	WP_087495226.1	none	none	none	none	flagellar motor protein MotB
AEP_RS09925	AEP_01989	WP_087495227.1	none	GO:0000160	none	IEA	chemotaxis response regulator CheY
AEP_RS09930	AEP_01990	WP_087495228.1	none	none	none	none	protein phosphatase CheZ
AEP_RS09935	AEP_01991	WP_087495229.1	none	none	none	none	EscU/YscU/HrcU family type III secretion system export apparatus switch protein
AEP_RS09940	AEP_01992	WP_087495230.1	none	GO:0001539	none	IEA	flagellar biosynthesis protein FlhA
AEP_RS09945	AEP_01993	WP_087495231.1	GO:0003924;GO:0005525	GO:0006614;GO:0044781	IEA;IEA	IEA;IEA	flagellar biosynthesis protein FlhF
AEP_RS09950	AEP_01994	WP_157673122.1	none	none	none	none	hypothetical protein
AEP_RS09955	AEP_01995	WP_087495233.1	none	none	none	none	RNA polymerase sigma factor FliA
AEP_RS09960	AEP_01996	WP_087495234.1	none	none	none	none	hypothetical protein
AEP_RS09965	AEP_01997	WP_087495235.1	none	GO:0045892	none	IEA	flagellar biosynthesis anti-sigma factor FlgM
AEP_RS09970	AEP_01998	WP_087495236.1	GO:0005198	GO:0001539	IEA	IEA	flagellar basal body P-ring formation chaperone FlgA
AEP_RS09975	AEP_01999	WP_087495237.1	GO:0005198	GO:0001539	IEA	IEA	flagellar basal body rod protein FlgB
AEP_RS09980	AEP_02000	WP_087495238.1	GO:0005198	GO:0001539	IEA	IEA	flagellar basal body rod protein FlgC
AEP_RS09985	AEP_02001	WP_087495239.1	none	none	none	none	flagellar biosynthesis protein FlgD
AEP_RS09990	AEP_02002	WP_087495240.1	none	none	none	none	flagellar hook protein FlgE
AEP_RS09995	AEP_02003	WP_087495241.1	none	none	none	none	flagellar basal body rod protein FlgF
AEP_RS10000	AEP_02004	WP_087495242.1	none	GO:0071973	none	IEA	flagellar basal-body rod protein FlgG
AEP_RS10005	AEP_02005	WP_087495243.1	none	none	none	none	flagellar basal body L-ring protein FlgH
AEP_RS10010	AEP_02006	WP_232459999.1	none	none	none	none	flagellar basal body P-ring protein FlgI
AEP_RS10015	AEP_02007	WP_087495245.1	GO:0016798	GO:0001539	IEA	IEA	flagellar assembly peptidoglycan hydrolase FlgJ
AEP_RS10020	AEP_02008	WP_087495246.1	GO:0005198	GO:0001539	IEA	IEA	flagellar hook-associated protein FlgK
AEP_RS10025	AEP_02009	WP_087495247.1	GO:0005198	GO:0001539	IEA	IEA	flagellar hook-associated protein FlgL
AEP_RS10030	AEP_02010	WP_087495248.1	none	none	none	none	HDOD domain-containing protein
AEP_RS10035	AEP_02011	WP_087495249.1	none	none	none	none	DUF3391 domain-containing protein
AEP_RS10040	AEP_02012	WP_087495250.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS10045	AEP_02013	WP_232459980.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS10050	AEP_02014	WP_087495251.1	none	none	none	none	PLP-dependent aminotransferase family protein
AEP_RS10055	AEP_02015	WP_087495252.1	none	none	none	none	DMT family transporter
AEP_RS10060	AEP_02016	WP_087495253.1	none	none	none	none	LysE family translocator
AEP_RS10065	AEP_02017	WP_087495254.1	none	none	none	none	DHCW motif cupin fold protein
AEP_RS10070	AEP_02018	WP_087495255.1	none	none	none	none	PLP-dependent aminotransferase family protein
AEP_RS10075	AEP_02019	WP_087495256.1	none	none	none	none	glutathione S-transferase family protein
AEP_RS10080	AEP_02020	WP_087495257.1	none	none	none	none	PhzF family phenazine biosynthesis protein
AEP_RS10085	AEP_02021	WP_087495258.1	none	none	none	none	PhzF family phenazine biosynthesis protein
AEP_RS10090	AEP_02022	WP_087495259.1	none	none	none	none	LysE family translocator
AEP_RS10095	AEP_02023	WP_087495260.1	none	none	none	none	threonine dehydratase
AEP_RS10105	none	WP_087495262.1	none	none	none	none	J domain-containing protein
AEP_RS10110	AEP_02025	WP_087495263.1	none	none	none	none	histidine phosphatase family protein
AEP_RS10115	AEP_02026	WP_232460000.1	none	none	none	none	ammonium transporter
AEP_RS10120	AEP_02027	WP_087495264.1	none	none	none	none	hypothetical protein
AEP_RS10125	AEP_02028	WP_232459803.1	none	none	none	none	hypothetical protein
AEP_RS10130	AEP_02029	WP_087497278.1	none	none	none	none	CapA family protein
AEP_RS10135	AEP_02030	WP_087495266.1	none	none	none	none	response regulator transcription factor
AEP_RS10140	AEP_02031	WP_087495267.1	none	none	none	none	HAMP domain-containing histidine kinase
AEP_RS10145	AEP_02032	WP_087495268.1	none	none	none	none	hypothetical protein
AEP_RS10150	AEP_02033	WP_087495269.1	none	none	none	none	creatininase family protein
AEP_RS10155	AEP_02034	WP_157673123.1	none	none	none	none	ATP-binding protein
AEP_RS10160	AEP_02035	WP_087495271.1	none	none	none	none	thioredoxin family protein
AEP_RS10165	AEP_02036	WP_087495272.1	none	none	none	none	CoA-binding protein
AEP_RS10170	AEP_02037	WP_087495273.1	GO:0004853	GO:0006779	IEA	IEA	uroporphyrinogen decarboxylase
AEP_RS10175	AEP_02038	WP_087495274.1	GO:0003678;GO:0003688;GO:0016818	GO:0006260	IEA;IEA;IEA	IEA	primosomal protein N'
AEP_RS10180	AEP_02039	WP_232459804.1	none	none	none	none	hypothetical protein
AEP_RS10185	AEP_02040	WP_087495275.1	none	none	none	none	AEC family transporter
AEP_RS10190	AEP_02041	WP_087495276.1	GO:0005524	none	IEA	none	UvrD-helicase domain-containing protein
AEP_RS10195	AEP_02042	WP_087495277.1	none	none	none	none	phospholipase A
AEP_RS10200	AEP_02043	WP_087495278.1	none	none	none	none	hypothetical protein
AEP_RS10210	AEP_02045	WP_087495279.1	none	GO:0000160	none	IEA	response regulator
AEP_RS10215	AEP_02046	WP_087495280.1	none	none	none	none	ATP-binding protein
AEP_RS10220	AEP_02047	WP_232459805.1	none	none	none	none	DUF4390 domain-containing protein
AEP_RS10225	AEP_02048	WP_087495282.1	GO:0003723;GO:0008649	GO:0001510;GO:0006355;GO:0006364	IEA;IEA	IEA;IEA;IEA	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
AEP_RS10230	AEP_02049	WP_087495283.1	none	none	none	none	LemA family protein
AEP_RS10235	AEP_02050	WP_087495284.1	GO:0003899	GO:0006351	IEA	IEA	DNA-directed RNA polymerase subunit beta'
AEP_RS10240	AEP_02051	WP_087495285.1	GO:0003899	GO:0006351	IEA	IEA	DNA-directed RNA polymerase subunit beta
AEP_RS10245	AEP_02052	WP_087495286.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L7/L12
AEP_RS10250	AEP_02053	WP_087495287.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L10
AEP_RS10255	AEP_02054	WP_087495288.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L1
AEP_RS10260	AEP_02055	WP_087495289.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L11
AEP_RS10265	AEP_02056	WP_087495290.1	none	GO:0006353	none	IEA	transcription termination/antitermination protein NusG
AEP_RS10270	AEP_02057	WP_087495291.1	none	none	none	none	preprotein translocase subunit SecE
AEP_RS10280	AEP_02059	WP_087495292.1	GO:0003746	GO:0006414	IEA	IEA	elongation factor Tu
AEP_RS10300	AEP_02063	WP_087495293.1	GO:0004844	GO:0006281;GO:0006284	IEA	IEA;IEA	uracil-DNA glycosylase
AEP_RS10305	AEP_02064	WP_087495294.1	GO:0004425	GO:0006568	IEA	IEA	indole-3-glycerol phosphate synthase TrpC
AEP_RS10310	AEP_02065	WP_087495295.1	GO:0004048	GO:0000162	IEA	IEA	anthranilate phosphoribosyltransferase
AEP_RS10315	AEP_02066	WP_087495296.1	none	none	none	none	LysE family translocator
AEP_RS10320	AEP_02067	WP_087495297.1	GO:0016829	GO:0006520	IEA	IEA	low-specificity L-threonine aldolase
AEP_RS10325	AEP_02068	WP_087495298.1	none	none	none	none	aminodeoxychorismate/anthranilate synthase component II
AEP_RS10330	AEP_02069	WP_087495299.1	none	none	none	none	chorismate mutase
AEP_RS10335	AEP_02070	WP_087495300.1	none	none	none	none	anthranilate synthase component I
AEP_RS10340	AEP_02071	WP_087495301.1	none	none	none	none	chalcone isomerase family protein
AEP_RS10345	AEP_02072	WP_232459806.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS21025	none	none	none	none	none	none	MCP four helix bundle domain-containing protein
AEP_RS10350	AEP_02073	none	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS10355	AEP_02074	WP_087497280.1	GO:0008967	GO:0005975	IEA	IEA	phosphoglycolate phosphatase
AEP_RS10360	AEP_02075	WP_232460002.1	none	none	none	none	EAL domain-containing protein
AEP_RS21030	AEP_02076	WP_157673124.1	none	none	none	none	PAS domain-containing protein
AEP_RS10365	AEP_02077	WP_087495305.1	GO:0004750	GO:0006098	IEA	IEA	ribulose-phosphate 3-epimerase
AEP_RS10370	AEP_02078	WP_087495306.1	none	none	none	none	Co2+/Mg2+ efflux protein ApaG
AEP_RS10375	AEP_02079	WP_087495307.1	none	none	none	none	site-specific recombinase
AEP_RS10380	AEP_02080	WP_087495308.1	GO:0009030	GO:0009228	IEA	IEA	thiamine-phosphate kinase
AEP_RS10385	AEP_02081	WP_232459807.1	none	none	none	none	Crp/Fnr family transcriptional regulator
AEP_RS10390	AEP_02082	WP_087495309.1	none	none	none	none	EAL domain-containing protein
AEP_RS10395	AEP_02083	WP_087495310.1	none	none	none	none	hypothetical protein
AEP_RS10400	AEP_02084	WP_087495311.1	none	none	none	none	HNH endonuclease
AEP_RS10405	AEP_02085	WP_087495312.1	none	none	none	none	ABC transporter permease
AEP_RS10410	AEP_02086	WP_087497282.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS10415	AEP_02087	WP_087495313.1	GO:0005215	GO:0006810	IEA	IEA	efflux RND transporter periplasmic adaptor subunit
AEP_RS10420	AEP_02088	WP_232459808.1	GO:0015288	GO:0006810	IEA	IEA	efflux transporter outer membrane subunit
AEP_RS10425	AEP_02089	WP_087495315.1	none	none	none	none	YafY family transcriptional regulator
AEP_RS10430	AEP_02090	WP_087495316.1	none	none	none	none	DUF2177 family protein
AEP_RS10435	AEP_02091	WP_087495317.1	none	none	none	none	EVE domain-containing protein
AEP_RS10440	AEP_02092	WP_087495318.1	none	none	none	none	VOC family protein
AEP_RS10445	AEP_02093	WP_087495319.1	none	none	none	none	PilZ domain-containing protein
AEP_RS10450	AEP_02094	WP_087495320.1	none	none	none	none	tautomerase family protein
AEP_RS10455	AEP_02095	WP_157673125.1	none	none	none	none	hypothetical protein
AEP_RS10460	AEP_02096	WP_087495322.1	none	none	none	none	LysR family transcriptional regulator
AEP_RS10465	AEP_02097	WP_087495323.1	none	none	none	none	GntR family transcriptional regulator
AEP_RS10470	AEP_02098	WP_087495324.1	none	none	none	none	transporter substrate-binding domain-containing protein
AEP_RS10475	AEP_02099	WP_087495325.1	none	none	none	none	amino acid ABC transporter permease
AEP_RS10480	AEP_02100	WP_087495326.1	none	none	none	none	amino acid ABC transporter permease
AEP_RS10485	none	WP_087495327.1	none	none	none	none	amino acid ABC transporter ATP-binding protein
AEP_RS10490	AEP_02102	WP_232460003.1	none	none	none	none	phosphatidylglycerophosphatase A
AEP_RS10495	AEP_02103	WP_087495329.1	none	none	none	none	CinA family protein
AEP_RS10500	AEP_02104	WP_087495330.1	none	none	none	none	transporter substrate-binding domain-containing protein
AEP_RS10505	AEP_02105	WP_087495331.1	none	none	none	none	alpha/beta hydrolase
AEP_RS10510	AEP_02106	WP_087495332.1	none	none	none	none	SDR family NAD(P)-dependent oxidoreductase
AEP_RS10515	AEP_02107	WP_087495333.1	none	none	none	none	outer membrane beta-barrel protein
AEP_RS10520	AEP_02108	WP_087495334.1	none	none	none	none	UPF0149 family protein
AEP_RS10525	AEP_02109	WP_087495335.1	none	none	none	none	FMN-binding glutamate synthase family protein
AEP_RS10530	AEP_02110	WP_087495336.1	none	none	none	none	PAS domain S-box protein
AEP_RS10535	AEP_02111	WP_087495337.1	none	none	none	none	hypothetical protein
AEP_RS10540	AEP_02112	WP_087495338.1	none	none	none	none	hypothetical protein
AEP_RS10545	AEP_02113	WP_087495339.1	GO:0004521;GO:0005515	none	IEA;IEA	none	putative toxin-antitoxin system toxin component, PIN family
AEP_RS10550	AEP_02114	WP_087495340.1	GO:0003723	none	IEA	none	THUMP domain-containing protein
AEP_RS10555	AEP_02115	WP_157673126.1	none	none	none	none	rhodanese-like domain-containing protein
AEP_RS10560	AEP_02116	WP_087495342.1	GO:0001216;GO:0003677;GO:0016987	GO:0006352	IEA;IEA;IEA	IEA	RNA polymerase factor sigma-54
AEP_RS10565	AEP_02117	WP_087495343.1	GO:0015221;GO:0042626	GO:0015920	IEA;IEA	IEA	LPS export ABC transporter ATP-binding protein
AEP_RS10570	AEP_02118	WP_087495344.1	GO:0001530	GO:0015920	IEA	IEA	lipopolysaccharide transport periplasmic protein LptA
AEP_RS10575	AEP_02119	WP_087495345.1	none	none	none	none	exopolyphosphatase
AEP_RS10580	AEP_02120	WP_087497283.1	none	none	none	none	thiol:disulfide interchange protein DsbA/DsbL
AEP_RS10585	AEP_02121	WP_087495346.1	none	none	none	none	SPOR domain-containing protein
AEP_RS10590	AEP_02122	WP_087495347.1	GO:0004814	GO:0006420	IEA	IEA	arginine--tRNA ligase
AEP_RS10595	AEP_02123	WP_087495348.1	none	none	none	none	PsiF family protein
AEP_RS10600	AEP_02124	WP_087495349.1	none	none	none	none	EAL domain-containing protein
AEP_RS10605	AEP_02125	WP_087495350.1	GO:0008412	GO:0006744	IEA	IEA	4-hydroxybenzoate octaprenyltransferase
AEP_RS10610	AEP_02126	WP_087495351.1	none	none	none	none	LysR substrate-binding domain-containing protein
AEP_RS10615	AEP_02127	WP_157673127.1	none	none	none	none	DMT family transporter
AEP_RS20705	AEP_02128	WP_157673128.1	none	none	none	none	hypothetical protein
AEP_RS10620	AEP_02129	WP_157673129.1	none	none	none	none	transporter substrate-binding domain-containing protein
AEP_RS10625	AEP_02130	WP_087495354.1	GO:0003678	GO:0006281;GO:0006310	IEA	IEA;IEA	ATP-dependent DNA helicase RecG
AEP_RS10630	AEP_02131	WP_087495355.1	none	none	none	none	tripartite tricarboxylate transporter substrate binding protein
AEP_RS10635	AEP_02132	WP_157673130.1	none	none	none	none	hypothetical protein
AEP_RS10640	AEP_02133	WP_087495357.1	GO:0016740;GO:0016853	none	IEA;IEA	none	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
AEP_RS10645	AEP_02134	WP_087495358.1	GO:0008479	GO:0006400	IEA	IEA	tRNA guanosine(34) transglycosylase Tgt
AEP_RS21035	none	none	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS21040	none	none	none	GO:0006935;GO:0007165	none	IEA;IEA	Tar ligand binding domain-containing protein
AEP_RS10655	AEP_02136	WP_087495360.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS10660	AEP_02137	WP_087495361.1	none	none	none	none	FIST C-terminal domain-containing protein
AEP_RS10665	AEP_02138	WP_087495362.1	none	none	none	none	hypothetical protein
AEP_RS10670	AEP_02139	WP_087495363.1	none	none	none	none	PepSY domain-containing protein
AEP_RS10675	AEP_02140	WP_087495364.1	none	none	none	none	DUF2946 domain-containing protein
AEP_RS21045	none	WP_257789665.1	none	none	none	none	copper uptake system-associated protein
AEP_RS21050	none	none	none	none	none	none	copper chaperone PCu(A)C
AEP_RS10685	AEP_02142	WP_087495366.1	none	none	none	none	YcnI family protein
AEP_RS10690	AEP_02143	WP_087495367.1	none	none	none	none	DUF2946 family protein
AEP_RS10695	AEP_02144	WP_087495368.1	none	none	none	none	TraR/DksA family transcriptional regulator
AEP_RS10700	AEP_02145	WP_087497284.1	none	none	none	none	hypothetical protein
AEP_RS10705	AEP_02146	WP_087495369.1	GO:0018738	GO:0046292	IEA	IEA	S-formylglutathione hydrolase
AEP_RS10710	AEP_02147	WP_087495370.1	none	none	none	none	fumarylacetoacetate hydrolase family protein
AEP_RS10715	AEP_02148	WP_157673131.1	none	none	none	none	DUF3108 domain-containing protein
AEP_RS10720	AEP_02149	WP_157673132.1	none	none	none	none	DUF3108 domain-containing protein
AEP_RS10725	AEP_02150	WP_087495373.1	none	none	none	none	DUF3567 domain-containing protein
AEP_RS10730	AEP_02151	WP_087495374.1	GO:0008864	GO:0009152	IEA	IEA	formyltetrahydrofolate deformylase
AEP_RS10735	AEP_02152	WP_232459809.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS10740	AEP_02153	WP_087495375.1	GO:0004609	GO:0008654	IEA	IEA	archaetidylserine decarboxylase
AEP_RS10745	AEP_02154	WP_087495376.1	none	none	none	none	Bug family tripartite tricarboxylate transporter substrate binding protein
AEP_RS10750	AEP_02155	WP_087495377.1	none	none	none	none	SDR family NAD(P)-dependent oxidoreductase
AEP_RS10755	AEP_02156	WP_087495378.1	none	none	none	none	feruloyl-CoA synthase
AEP_RS10760	AEP_02157	WP_087495379.1	none	none	none	none	crotonase/enoyl-CoA hydratase family protein
AEP_RS10765	AEP_02158	WP_087495380.1	none	none	none	none	amidohydrolase family protein
AEP_RS10770	AEP_02159	WP_232460005.1	none	none	none	none	MarR family transcriptional regulator
AEP_RS10775	AEP_02160	WP_087495381.1	none	none	none	none	LysR substrate-binding domain-containing protein
AEP_RS10780	AEP_02161	WP_087495382.1	GO:0016491;GO:0050660	none	IEA;IEA	none	FAD-binding protein
AEP_RS10785	AEP_02162	WP_087495383.1	none	none	none	none	CidA/LrgA family protein
AEP_RS10790	AEP_02163	WP_087495384.1	none	none	none	none	LrgB family protein
AEP_RS10795	AEP_02164	WP_087495385.1	none	none	none	none	hypothetical protein
AEP_RS10800	AEP_02165	WP_087495386.1	none	none	none	none	phytanoyl-CoA dioxygenase family protein
AEP_RS10805	AEP_02166	WP_087495387.1	none	none	none	none	asparaginase
AEP_RS10810	AEP_02167	WP_087495388.1	GO:0004053	GO:0019547	IEA	IEA	arginase
AEP_RS21055	none	none	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS21060	none	none	none	none	none	none	Cache 3/Cache 2 fusion domain-containing protein
AEP_RS10820	AEP_02169	WP_087495390.1	GO:0000287;GO:0004644;GO:0005524	GO:0009152	IEA;IEA;IEA	IEA	formate-dependent phosphoribosylglycinamide formyltransferase
AEP_RS10825	AEP_02170	WP_087495391.1	none	none	none	none	MBL fold metallo-hydrolase
AEP_RS21065	none	none	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS10835	AEP_02172	WP_198301808.1	none	none	none	none	EAL domain-containing protein
AEP_RS10840	AEP_02173	WP_087495394.1	none	none	none	none	hybrid sensor histidine kinase/response regulator
AEP_RS10845	AEP_02174	WP_087495395.1	none	none	none	none	hypothetical protein
AEP_RS10850	AEP_02175	WP_087495396.1	none	none	none	none	surface lipoprotein assembly modifier
AEP_RS10855	AEP_02176	WP_157673133.1	none	none	none	none	FecR domain-containing protein
AEP_RS10860	AEP_02177	WP_087495397.1	GO:0003842	GO:0006562	IEA	IEA	L-glutamate gamma-semialdehyde dehydrogenase
AEP_RS10865	AEP_02178	WP_157673134.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS10870	AEP_02179	WP_087495399.1	none	none	none	none	Lrp/AsnC ligand binding domain-containing protein
AEP_RS10875	AEP_02180	WP_087495400.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS10880	AEP_02181	WP_087495401.1	GO:0030170	none	IEA	none	YggS family pyridoxal phosphate-dependent enzyme
AEP_RS10885	AEP_02182	WP_087495402.1	none	none	none	none	type IV pilus twitching motility protein PilT
AEP_RS10890	AEP_02183	WP_087495403.1	GO:0005524	GO:0043107	IEA	IEA	PilT/PilU family type 4a pilus ATPase
AEP_RS10895	AEP_02184	WP_087495404.1	none	none	none	none	NAD(P)-dependent oxidoreductase
AEP_RS10900	AEP_02185	WP_087495405.1	none	none	none	none	BON domain-containing protein
AEP_RS10905	AEP_02186	WP_087497288.1	GO:0008968;GO:0097367	GO:1901135	IEA;IEA	IEA	phosphoheptose isomerase
AEP_RS10910	AEP_02187	WP_087495406.1	GO:0003676;GO:0004518	none	IEA;IEA	none	YraN family protein
AEP_RS10915	AEP_02188	WP_087495407.1	GO:0008649;GO:0008757	GO:0000451	IEA;IEA	IEA	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
AEP_RS10920	AEP_02189	WP_087495408.1	none	none	none	none	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
AEP_RS10925	AEP_02190	WP_157673135.1	none	none	none	none	2-dehydro-3-deoxygalactonokinase
AEP_RS10930	AEP_02191	WP_087495410.1	none	none	none	none	FadR family transcriptional regulator
AEP_RS10935	AEP_02192	WP_087495411.1	none	none	none	none	SDR family oxidoreductase
AEP_RS10940	AEP_02193	WP_157673136.1	none	none	none	none	SMP-30/gluconolactonase/LRE family protein
AEP_RS10945	AEP_02194	WP_087495413.1	none	none	none	none	MATE family efflux transporter
AEP_RS10950	AEP_02195	WP_087495414.1	none	none	none	none	alpha-glucosidase family protein
AEP_RS10955	AEP_02196	WP_087495415.1	none	none	none	none	carbohydrate ABC transporter permease
AEP_RS10960	AEP_02197	WP_087495416.1	none	none	none	none	sugar ABC transporter permease
AEP_RS10965	AEP_02198	WP_198301809.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS10970	AEP_02199	WP_087495417.1	GO:0005524	none	IEA	none	ATP-binding cassette domain-containing protein
AEP_RS10975	AEP_02200	WP_087495418.1	none	none	none	none	hypothetical protein
AEP_RS10980	AEP_02201	WP_087495419.1	none	none	none	none	low molecular weight phosphotyrosine protein phosphatase
AEP_RS10985	AEP_02202	WP_087495420.1	none	none	none	none	DEAD/DEAH box helicase
AEP_RS10990	AEP_02203	WP_157673137.1	none	GO:0000160	none	IEA	response regulator
AEP_RS10995	AEP_02204	WP_087495422.1	none	none	none	none	hypothetical protein
AEP_RS11000	AEP_02205	WP_087497290.1	GO:0003677	GO:0006355	IEA	IEA	helix-turn-helix domain-containing protein
AEP_RS11005	AEP_02206	WP_087495423.1	GO:0018659	GO:0018874	IEA	IEA	4-hydroxybenzoate 3-monooxygenase
AEP_RS11010	AEP_02207	WP_087495424.1	none	none	none	none	HDOD domain-containing protein
