protein_id	old_locus_tag	locus_tag
AEP_02088	 	 
WP_232459808.1	AEP_02088	AEP_RS10420
AEP_02089	 	 
WP_087495315.1	AEP_02089	AEP_RS10425
AEP_02090	 	 
WP_087495316.1	AEP_02090	AEP_RS10430
AEP_02091	 	 
WP_087495317.1	AEP_02091	AEP_RS10435
AEP_02092	 	 
WP_087495318.1	AEP_02092	AEP_RS10440
AEP_02093	 	 
WP_087495319.1	AEP_02093	AEP_RS10445
AEP_02094	 	 
WP_087495320.1	AEP_02094	AEP_RS10450
AEP_02095	 	 
WP_157673125.1	AEP_02095	AEP_RS10455
AEP_02096	 	 
WP_087495322.1	AEP_02096	AEP_RS10460
AEP_02097	 	 
WP_087495323.1	AEP_02097	AEP_RS10465
AEP_02098	 	 
WP_087495324.1	AEP_02098	AEP_RS10470
AEP_02099	 	 
WP_087495325.1	AEP_02099	AEP_RS10475
AEP_02100	 	 
WP_087495326.1	AEP_02100	AEP_RS10480
WP_087495327.1	 	 
AEP_02102	 	 
WP_232460003.1	AEP_02102	AEP_RS10490
AEP_02103	 	 
WP_087495329.1	AEP_02103	AEP_RS10495
AEP_02104	 	 
WP_087495330.1	AEP_02104	AEP_RS10500
AEP_02105	 	 
WP_087495331.1	AEP_02105	AEP_RS10505
AEP_02106	 	 
WP_087495332.1	AEP_02106	AEP_RS10510
AEP_02107	 	 
WP_087495333.1	AEP_02107	AEP_RS10515
AEP_02108	 	 
WP_087495334.1	AEP_02108	AEP_RS10520
AEP_02109	 	 
WP_087495335.1	AEP_02109	AEP_RS10525
AEP_02110	 	 
WP_087495336.1	AEP_02110	AEP_RS10530
AEP_02111	 	 
WP_087495337.1	AEP_02111	AEP_RS10535
AEP_02112	 	 
WP_087495338.1	AEP_02112	AEP_RS10540
AEP_02113	 	 
WP_087495339.1	AEP_02113	AEP_RS10545
AEP_02114	 	 
WP_087495340.1	AEP_02114	AEP_RS10550
AEP_02115	 	 
WP_157673126.1	AEP_02115	AEP_RS10555
AEP_02116	 	 
WP_087495342.1	AEP_02116	AEP_RS10560
AEP_02117	 	 
WP_087495343.1	AEP_02117	AEP_RS10565
AEP_02118	 	 
WP_087495344.1	AEP_02118	AEP_RS10570
AEP_02119	 	 
WP_087495345.1	AEP_02119	AEP_RS10575
AEP_02120	 	 
WP_087497283.1	AEP_02120	AEP_RS10580
AEP_02121	 	 
WP_087495346.1	AEP_02121	AEP_RS10585
AEP_02122	 	 
WP_087495347.1	AEP_02122	AEP_RS10590
AEP_02123	 	 
WP_087495348.1	AEP_02123	AEP_RS10595
AEP_02124	 	 
WP_087495349.1	AEP_02124	AEP_RS10600
AEP_02125	 	 
WP_087495350.1	AEP_02125	AEP_RS10605
AEP_02126	 	 
WP_087495351.1	AEP_02126	AEP_RS10610
AEP_02127	 	 
WP_157673127.1	AEP_02127	AEP_RS10615
AEP_02128	 	 
WP_157673128.1	AEP_02128	AEP_RS20705
AEP_02129	 	 
WP_157673129.1	AEP_02129	AEP_RS10620
AEP_02130	 	 
WP_087495354.1	AEP_02130	AEP_RS10625
AEP_02131	 	 
WP_087495355.1	AEP_02131	AEP_RS10630
AEP_02132	 	 
WP_157673130.1	AEP_02132	AEP_RS10635
AEP_02133	 	 
WP_087495357.1	AEP_02133	AEP_RS10640
AEP_02134	 	 
WP_087495358.1	AEP_02134	AEP_RS10645
AEP_02136	 	 
WP_087495360.1	AEP_02136	AEP_RS10655
AEP_02137	 	 
WP_087495361.1	AEP_02137	AEP_RS10660
AEP_02138	 	 
WP_087495362.1	AEP_02138	AEP_RS10665
AEP_02139	 	 
WP_087495363.1	AEP_02139	AEP_RS10670
AEP_02140	 	 
WP_087495364.1	AEP_02140	AEP_RS10675
WP_257789665.1	 	 
AEP_02142	 	 
WP_087495366.1	AEP_02142	AEP_RS10685
AEP_02143	 	 
WP_087495367.1	AEP_02143	AEP_RS10690
AEP_02144	 	 
WP_087495368.1	AEP_02144	AEP_RS10695
AEP_02145	 	 
WP_087497284.1	AEP_02145	AEP_RS10700
AEP_02146	 	 
WP_087495369.1	AEP_02146	AEP_RS10705
AEP_02147	 	 
WP_087495370.1	AEP_02147	AEP_RS10710
AEP_02148	 	 
WP_157673131.1	AEP_02148	AEP_RS10715
AEP_02149	 	 
WP_157673132.1	AEP_02149	AEP_RS10720
AEP_02150	 	 
WP_087495373.1	AEP_02150	AEP_RS10725
AEP_02151	 	 
WP_087495374.1	AEP_02151	AEP_RS10730
AEP_02152	 	 
WP_232459809.1	AEP_02152	AEP_RS10735
AEP_02153	 	 
WP_087495375.1	AEP_02153	AEP_RS10740
AEP_02154	 	 
WP_087495376.1	AEP_02154	AEP_RS10745
AEP_02155	 	 
WP_087495377.1	AEP_02155	AEP_RS10750
AEP_02156	 	 
WP_087495378.1	AEP_02156	AEP_RS10755
AEP_02157	 	 
WP_087495379.1	AEP_02157	AEP_RS10760
AEP_02158	 	 
WP_087495380.1	AEP_02158	AEP_RS10765
AEP_02159	 	 
WP_232460005.1	AEP_02159	AEP_RS10770
AEP_02160	 	 
WP_087495381.1	AEP_02160	AEP_RS10775
AEP_02161	 	 
WP_087495382.1	AEP_02161	AEP_RS10780
AEP_02162	 	 
WP_087495383.1	AEP_02162	AEP_RS10785
AEP_02163	 	 
WP_087495384.1	AEP_02163	AEP_RS10790
AEP_02164	 	 
WP_087495385.1	AEP_02164	AEP_RS10795
AEP_02165	 	 
WP_087495386.1	AEP_02165	AEP_RS10800
AEP_02166	 	 
WP_087495387.1	AEP_02166	AEP_RS10805
AEP_02167	 	 
WP_087495388.1	AEP_02167	AEP_RS10810
AEP_02169	 	 
WP_087495390.1	AEP_02169	AEP_RS10820
AEP_02170	 	 
WP_087495391.1	AEP_02170	AEP_RS10825
AEP_02172	 	 
WP_198301808.1	AEP_02172	AEP_RS10835
AEP_02173	 	 
WP_087495394.1	AEP_02173	AEP_RS10840
AEP_02174	 	 
WP_087495395.1	AEP_02174	AEP_RS10845
AEP_02175	 	 
WP_087495396.1	AEP_02175	AEP_RS10850
AEP_02176	 	 
WP_157673133.1	AEP_02176	AEP_RS10855
AEP_02177	 	 
WP_087495397.1	AEP_02177	AEP_RS10860
AEP_02178	 	 
WP_157673134.1	AEP_02178	AEP_RS10865
AEP_02179	 	 
WP_087495399.1	AEP_02179	AEP_RS10870
AEP_02180	 	 
WP_087495400.1	AEP_02180	AEP_RS10875
AEP_02181	 	 
WP_087495401.1	AEP_02181	AEP_RS10880
AEP_02182	 	 
WP_087495402.1	AEP_02182	AEP_RS10885
AEP_02183	 	 
WP_087495403.1	AEP_02183	AEP_RS10890
AEP_02184	 	 
WP_087495404.1	AEP_02184	AEP_RS10895
AEP_02185	 	 
WP_087495405.1	AEP_02185	AEP_RS10900
AEP_02186	 	 
WP_087497288.1	AEP_02186	AEP_RS10905
AEP_02187	 	 
WP_087495406.1	AEP_02187	AEP_RS10910
AEP_02188	 	 
WP_087495407.1	AEP_02188	AEP_RS10915
AEP_02189	 	 
WP_087495408.1	AEP_02189	AEP_RS10920
AEP_02190	 	 
WP_157673135.1	AEP_02190	AEP_RS10925
AEP_02191	 	 
WP_087495410.1	AEP_02191	AEP_RS10930
AEP_02192	 	 
WP_087495411.1	AEP_02192	AEP_RS10935
AEP_02193	 	 
WP_157673136.1	AEP_02193	AEP_RS10940
AEP_02194	 	 
WP_087495413.1	AEP_02194	AEP_RS10945
AEP_02195	 	 
WP_087495414.1	AEP_02195	AEP_RS10950
AEP_02196	 	 
WP_087495415.1	AEP_02196	AEP_RS10955
AEP_02197	 	 
WP_087495416.1	AEP_02197	AEP_RS10960
AEP_02198	 	 
WP_198301809.1	AEP_02198	AEP_RS10965
AEP_02199	 	 
WP_087495417.1	AEP_02199	AEP_RS10970
AEP_02200	 	 
WP_087495418.1	AEP_02200	AEP_RS10975
AEP_02201	 	 
WP_087495419.1	AEP_02201	AEP_RS10980
AEP_02202	 	 
WP_087495420.1	AEP_02202	AEP_RS10985
AEP_02203	 	 
WP_157673137.1	AEP_02203	AEP_RS10990
AEP_02204	 	 
WP_087495422.1	AEP_02204	AEP_RS10995
AEP_02205	 	 
WP_087497290.1	AEP_02205	AEP_RS11000
AEP_02206	 	 
WP_087495423.1	AEP_02206	AEP_RS11005
AEP_02207	 	 
WP_087495424.1	AEP_02207	AEP_RS11010
AEP_02208	 	 
WP_087495425.1	AEP_02208	AEP_RS11015
AEP_02209	 	 
AEP_02210	 	 
WP_087495426.1	AEP_02210	AEP_RS11025
AEP_02211	 	 
WP_087495427.1	AEP_02211	AEP_RS11030
AEP_02212	 	 
WP_087497291.1	AEP_02212	AEP_RS11035
AEP_02213	 	 
WP_087495428.1	AEP_02213	AEP_RS11040
AEP_02214	 	 
WP_087495429.1	AEP_02214	AEP_RS11045
AEP_02215	 	 
WP_232459810.1	AEP_02215	AEP_RS11050
AEP_02216	 	 
WP_087495431.1	AEP_02216	AEP_RS11055
AEP_02217	 	 
WP_087495432.1	AEP_02217	AEP_RS11060
AEP_02218	 	 
WP_198301810.1	AEP_02218	AEP_RS11065
AEP_02219	 	 
WP_087495434.1	AEP_02219	AEP_RS11070
AEP_02220	 	 
WP_087495435.1	AEP_02220	AEP_RS11075
AEP_02221	 	 
WP_087495436.1	AEP_02221	AEP_RS11080
AEP_02222	 	 
WP_087495437.1	AEP_02222	AEP_RS11085
AEP_02223	 	 
WP_019429175.1	AEP_02223	AEP_RS11090
AEP_02224	 	 
WP_087495438.1	AEP_02224	AEP_RS11095
AEP_02225	 	 
WP_087495439.1	AEP_02225	AEP_RS11100
AEP_02226	 	 
WP_087495440.1	AEP_02226	AEP_RS11105
AEP_02227	 	 
WP_232460006.1	AEP_02227	AEP_RS11110
AEP_02228	 	 
WP_087495442.1	AEP_02228	AEP_RS11115
AEP_02229	 	 
WP_157673138.1	AEP_02229	AEP_RS20710
AEP_02230	 	 
WP_157673139.1	AEP_02230	AEP_RS11130
AEP_02231	 	 
WP_087495446.1	AEP_02231	AEP_RS11135
AEP_02232	 	 
WP_157673140.1	AEP_02232	AEP_RS11140
AEP_02233	 	 
WP_157673141.1	AEP_02233	AEP_RS20715
AEP_02234	 	 
WP_087495448.1	AEP_02234	AEP_RS11145
AEP_02235	 	 
AEP_02237	 	 
WP_087497292.1	AEP_02237	AEP_RS11155
AEP_02238	 	 
WP_198301812.1	AEP_02238	AEP_RS11160
AEP_02240	 	 
WP_087495450.1	AEP_02240	AEP_RS11165
AEP_02241	 	 
WP_198301813.1	AEP_02241	AEP_RS11170
AEP_02242	 	 
WP_257789666.1	AEP_02242	AEP_RS11175
AEP_02243	 	 
WP_157673142.1	AEP_02243	AEP_RS20720
AEP_02244	 	 
WP_087495453.1	AEP_02244	AEP_RS11180
AEP_02245	 	 
WP_087495454.1	AEP_02245	AEP_RS11185
AEP_02246	 	 
WP_087495455.1	AEP_02246	AEP_RS11190
AEP_02247	 	 
WP_087495456.1	AEP_02247	AEP_RS11195
AEP_02248	 	 
WP_157673143.1	AEP_02248	AEP_RS11200
AEP_02249	 	 
WP_232459811.1	AEP_02249	AEP_RS11205
AEP_02250	 	 
WP_157673144.1	AEP_02250	AEP_RS11210
AEP_02251	 	 
WP_087495460.1	AEP_02251	AEP_RS11215
WP_087495461.1	 	 
AEP_02252	 	 
WP_157673145.1	AEP_02252	AEP_RS11225
AEP_02253	 	 
WP_232459812.1	AEP_02253	AEP_RS11230
AEP_02254	 	 
WP_087495462.1	AEP_02254	AEP_RS11235
AEP_02255	 	 
WP_157673146.1	AEP_02255	AEP_RS11240
AEP_02256	 	 
WP_087495464.1	AEP_02256	AEP_RS11245
AEP_02257	 	 
WP_087495465.1	AEP_02257	AEP_RS11250
AEP_02258	 	 
WP_232460007.1	AEP_02258	AEP_RS11255
AEP_02259	 	 
WP_157673147.1	AEP_02259	AEP_RS11260
AEP_02260	 	 
WP_087495468.1	AEP_02260	AEP_RS11265
WP_232459813.1	 	 
AEP_02262	 	 
WP_087495470.1	AEP_02262	AEP_RS11275
AEP_02263	 	 
WP_087495471.1	AEP_02263	AEP_RS11280
AEP_02264	 	 
WP_087495472.1	AEP_02264	AEP_RS11285
AEP_02265	 	 
WP_087495473.1	AEP_02265	AEP_RS11290
AEP_02266	 	 
WP_087495474.1	AEP_02266	AEP_RS11295
AEP_02267	 	 
WP_087495475.1	AEP_02267	AEP_RS11300
AEP_02268	 	 
WP_087495476.1	AEP_02268	AEP_RS11305
AEP_02269	 	 
WP_087495477.1	AEP_02269	AEP_RS11310
AEP_02270	 	 
WP_087495478.1	AEP_02270	AEP_RS11315
AEP_02271	 	 
WP_087495479.1	AEP_02271	AEP_RS11320
AEP_02272	 	 
WP_157673149.1	AEP_02272	AEP_RS11325
AEP_02273	 	 
WP_087495481.1	AEP_02273	AEP_RS11330
AEP_02274	 	 
WP_087495482.1	AEP_02274	AEP_RS11335
AEP_02275	 	 
WP_087495483.1	AEP_02275	AEP_RS11340
AEP_02276	 	 
WP_087495484.1	AEP_02276	AEP_RS11345
AEP_02277	 	 
WP_087495485.1	AEP_02277	AEP_RS11350
AEP_02278	 	 
WP_087495486.1	AEP_02278	AEP_RS11355
AEP_02279	 	 
WP_087495487.1	AEP_02279	AEP_RS11360
AEP_02280	 	 
WP_087495488.1	AEP_02280	AEP_RS11365
AEP_02281	 	 
WP_075585605.1	AEP_02281	AEP_RS11370
AEP_02282	 	 
WP_087495489.1	AEP_02282	AEP_RS11375
AEP_02283	 	 
WP_087495490.1	AEP_02283	AEP_RS11380
AEP_02284	 	 
WP_087495491.1	AEP_02284	AEP_RS11385
AEP_02285	 	 
WP_087495492.1	AEP_02285	AEP_RS11390
AEP_02286	 	 
WP_087495493.1	AEP_02286	AEP_RS11395
AEP_02287	 	 
WP_068674876.1	AEP_02287	AEP_RS11400
AEP_02288	 	 
AEP_02289	 	 
WP_087497295.1	AEP_02289	AEP_RS11410
AEP_02290	 	 
WP_087495494.1	AEP_02290	AEP_RS11415
AEP_02291	 	 
WP_011466063.1	AEP_02291	AEP_RS11420
AEP_02292	 	 
WP_087495495.1	AEP_02292	AEP_RS11425
AEP_02293	 	 
WP_087495496.1	AEP_02293	AEP_RS11430
AEP_02294	 	 
WP_087495497.1	AEP_02294	AEP_RS11435
AEP_02295	 	 
WP_087495498.1	AEP_02295	AEP_RS11440
AEP_02296	 	 
WP_087495499.1	AEP_02296	AEP_RS11445
AEP_02297	 	 
AEP_02298	 	 
WP_087497296.1	AEP_02298	AEP_RS11460
AEP_02299	 	 
WP_087495500.1	AEP_02299	AEP_RS11465
AEP_02300	 	 
WP_087495501.1	AEP_02300	AEP_RS11470
AEP_02301	 	 
WP_232460008.1	AEP_02301	AEP_RS11475
AEP_02302	 	 
WP_087495503.1	AEP_02302	AEP_RS11480
AEP_02303	 	 
WP_087495504.1	AEP_02303	AEP_RS11485
AEP_02304	 	 
WP_087495505.1	AEP_02304	AEP_RS11490
AEP_02305	 	 
WP_087495506.1	AEP_02305	AEP_RS11495
AEP_02306	 	 
WP_087495507.1	AEP_02306	AEP_RS11500
AEP_02307	 	 
WP_087495508.1	AEP_02307	AEP_RS11505
AEP_02308	 	 
WP_087495509.1	AEP_02308	AEP_RS11510
AEP_02309	 	 
WP_087495510.1	AEP_02309	AEP_RS11515
AEP_02310	 	 
WP_087495511.1	AEP_02310	AEP_RS11520
AEP_02311	 	 
WP_087497297.1	AEP_02311	AEP_RS11525
AEP_02312	 	 
WP_087495512.1	AEP_02312	AEP_RS11530
AEP_02313	 	 
WP_087495513.1	AEP_02313	AEP_RS11535
AEP_02314	 	 
WP_087495514.1	AEP_02314	AEP_RS11540
AEP_02315	 	 
WP_087495515.1	AEP_02315	AEP_RS11545
AEP_02316	 	 
WP_087495516.1	AEP_02316	AEP_RS11550
AEP_02317	 	 
WP_087495517.1	AEP_02317	AEP_RS11555
AEP_02318	 	 
WP_087495518.1	AEP_02318	AEP_RS11560
AEP_02319	 	 
WP_087495519.1	AEP_02319	AEP_RS11565
AEP_02320	 	 
WP_087495520.1	AEP_02320	AEP_RS11570
AEP_02321	 	 
WP_157673150.1	AEP_02321	AEP_RS11575
AEP_02322	 	 
WP_087495521.1	AEP_02322	AEP_RS11580
AEP_02323	 	 
WP_087497299.1	AEP_02323	AEP_RS11585
AEP_02324	 	 
WP_087495522.1	AEP_02324	AEP_RS11590
AEP_02325	 	 
WP_087495523.1	AEP_02325	AEP_RS11595
AEP_02326	 	 
WP_087495524.1	AEP_02326	AEP_RS11600
AEP_02327	 	 
WP_087495525.1	AEP_02327	AEP_RS11605
AEP_02328	 	 
WP_087495526.1	AEP_02328	AEP_RS11610
AEP_02329	 	 
WP_087495527.1	AEP_02329	AEP_RS11615
AEP_02330	 	 
WP_087495528.1	AEP_02330	AEP_RS11620
AEP_02331	 	 
WP_087495529.1	AEP_02331	AEP_RS11625
AEP_02332	 	 
WP_087495530.1	AEP_02332	AEP_RS11630
AEP_02333	 	 
WP_087495531.1	AEP_02333	AEP_RS11635
AEP_02334	 	 
WP_087495532.1	AEP_02334	AEP_RS11640
AEP_02335	 	 
WP_087495533.1	AEP_02335	AEP_RS11645
AEP_02336	 	 
WP_087495534.1	AEP_02336	AEP_RS11650
AEP_02337	 	 
WP_087495535.1	AEP_02337	AEP_RS11655
AEP_02338	 	 
WP_087495536.1	AEP_02338	AEP_RS11660
AEP_02339	 	 
WP_087495537.1	AEP_02339	AEP_RS11665
AEP_02340	 	 
WP_087495538.1	AEP_02340	AEP_RS11670
AEP_02341	 	 
WP_232459815.1	AEP_02341	AEP_RS11675
AEP_02342	 	 
WP_087497301.1	AEP_02342	AEP_RS11680
AEP_02343	 	 
WP_087495539.1	AEP_02343	AEP_RS11685
AEP_02344	 	 
WP_087497302.1	AEP_02344	AEP_RS11690
AEP_02345	 	 
WP_232459816.1	AEP_02345	AEP_RS11695
AEP_02346	 	 
WP_087495541.1	AEP_02346	AEP_RS11700
AEP_02347	 	 
WP_087495542.1	AEP_02347	AEP_RS11705
AEP_02348	 	 
WP_087495543.1	AEP_02348	AEP_RS11710
AEP_02349	 	 
WP_087495544.1	AEP_02349	AEP_RS11715
AEP_02350	 	 
WP_087495545.1	AEP_02350	AEP_RS11720
AEP_02351	 	 
WP_087495546.1	AEP_02351	AEP_RS11725
AEP_02352	 	 
WP_087495547.1	AEP_02352	AEP_RS11730
AEP_02353	 	 
WP_087495548.1	AEP_02353	AEP_RS11735
AEP_02354	 	 
WP_157673151.1	AEP_02354	AEP_RS11740
AEP_02355	 	 
WP_087495550.1	AEP_02355	AEP_RS11745
AEP_02356	 	 
WP_087495551.1	AEP_02356	AEP_RS11750
AEP_02357	 	 
WP_087495552.1	AEP_02357	AEP_RS11755
AEP_02358	 	 
WP_087495553.1	AEP_02358	AEP_RS11760
AEP_02359	 	 
WP_087495554.1	AEP_02359	AEP_RS11765
AEP_02360	 	 
WP_198301814.1	AEP_02360	AEP_RS11770
AEP_02361	 	 
WP_087495555.1	AEP_02361	AEP_RS11775
AEP_02362	 	 
WP_087495556.1	AEP_02362	AEP_RS11780
AEP_02363	 	 
WP_087495557.1	AEP_02363	AEP_RS11785
AEP_02364	 	 
WP_087495558.1	AEP_02364	AEP_RS11790
AEP_02365	 	 
WP_087495559.1	AEP_02365	AEP_RS11795
AEP_02366	 	 
WP_087495560.1	AEP_02366	AEP_RS11800
AEP_02367	 	 
WP_087495561.1	AEP_02367	AEP_RS11805
AEP_02368	 	 
WP_087495562.1	AEP_02368	AEP_RS11810
AEP_02370	 	 
WP_157673153.1	AEP_02370	AEP_RS11820
AEP_02372	 	 
WP_157673154.1	AEP_02372	AEP_RS11830
AEP_02373	 	 
WP_087495567.1	AEP_02373	AEP_RS11835
AEP_02374	 	 
WP_232459817.1	AEP_02374	AEP_RS11840
AEP_02375	 	 
WP_087495568.1	AEP_02375	AEP_RS11845
AEP_02376	 	 
WP_087495569.1	AEP_02376	AEP_RS11850
AEP_02377	 	 
WP_087495570.1	AEP_02377	AEP_RS11855
AEP_02378	 	 
WP_087495571.1	AEP_02378	AEP_RS11860
AEP_02379	 	 
WP_087495572.1	AEP_02379	AEP_RS11865
AEP_02380	 	 
WP_087497305.1	AEP_02380	AEP_RS11870
AEP_02381	 	 
WP_087495573.1	AEP_02381	AEP_RS11875
AEP_02382	 	 
WP_087495574.1	AEP_02382	AEP_RS11880
AEP_02383	 	 
WP_087495575.1	AEP_02383	AEP_RS11885
AEP_02384	 	 
WP_198301815.1	AEP_02384	AEP_RS20875
AEP_02385	 	 
WP_087497306.1	AEP_02385	AEP_RS11890
AEP_02386	 	 
WP_087495576.1	AEP_02386	AEP_RS11895
AEP_02387	 	 
WP_157673155.1	AEP_02387	AEP_RS11900
AEP_02388	 	 
WP_087495578.1	AEP_02388	AEP_RS11905
AEP_02389	 	 
WP_087495579.1	AEP_02389	AEP_RS11910
AEP_02390	 	 
WP_087495580.1	AEP_02390	AEP_RS11915
AEP_02391	 	 
WP_087495581.1	AEP_02391	AEP_RS11920
AEP_02392	 	 
WP_087495582.1	AEP_02392	AEP_RS11925
AEP_02393	 	 
WP_087495583.1	AEP_02393	AEP_RS11930
AEP_02394	 	 
WP_087495584.1	AEP_02394	AEP_RS11935
AEP_02395	 	 
WP_087495585.1	AEP_02395	AEP_RS11940
AEP_02396	 	 
WP_087495586.1	AEP_02396	AEP_RS11945
AEP_02397	 	 
WP_087495587.1	AEP_02397	AEP_RS11950
AEP_02398	 	 
WP_087495588.1	AEP_02398	AEP_RS11955
AEP_02399	 	 
WP_232459818.1	AEP_02399	AEP_RS11960
AEP_02400	 	 
WP_087495589.1	AEP_02400	AEP_RS11965
AEP_02401	 	 
WP_087497308.1	AEP_02401	AEP_RS11970
AEP_02402	 	 
WP_087495590.1	AEP_02402	AEP_RS11975
AEP_02403	 	 
WP_087497309.1	AEP_02403	AEP_RS11980
AEP_02404	 	 
WP_087495591.1	AEP_02404	AEP_RS11985
AEP_02405	 	 
WP_157673156.1	AEP_02405	AEP_RS20725
AEP_02406	 	 
WP_087495592.1	AEP_02406	AEP_RS11990
AEP_02407	 	 
WP_087497310.1	AEP_02407	AEP_RS11995
AEP_02408	 	 
WP_157673157.1	AEP_02408	AEP_RS12000
AEP_02409	 	 
WP_087495594.1	AEP_02409	AEP_RS12005
AEP_02410	 	 
WP_087495595.1	AEP_02410	AEP_RS12010
AEP_02411	 	 
WP_087495596.1	AEP_02411	AEP_RS12015
AEP_02412	 	 
WP_087495597.1	AEP_02412	AEP_RS12020
AEP_02413	 	 
WP_087495598.1	AEP_02413	AEP_RS12025
AEP_02414	 	 
WP_087495599.1	AEP_02414	AEP_RS12030
AEP_02415	 	 
WP_087495600.1	AEP_02415	AEP_RS12035
AEP_02416	 	 
WP_087497311.1	AEP_02416	AEP_RS12040
AEP_02417	 	 
WP_198301816.1	AEP_02417	AEP_RS12045
AEP_02418	 	 
WP_087495601.1	AEP_02418	AEP_RS12050
AEP_02419	 	 
WP_087495602.1	AEP_02419	AEP_RS12055
AEP_02420	 	 
WP_087495603.1	AEP_02420	AEP_RS12060
AEP_02421	 	 
WP_087495604.1	AEP_02421	AEP_RS12065
AEP_02422	 	 
WP_087495605.1	AEP_02422	AEP_RS12070
AEP_02423	 	 
WP_198301817.1	AEP_02423	AEP_RS12075
AEP_02424	 	 
WP_087495606.1	AEP_02424	AEP_RS12080
AEP_02425	 	 
WP_087495607.1	AEP_02425	AEP_RS12085
AEP_02426	 	 
WP_087495608.1	AEP_02426	AEP_RS12090
AEP_02427	 	 
WP_087495609.1	AEP_02427	AEP_RS12095
AEP_02428	 	 
WP_087495610.1	AEP_02428	AEP_RS12100
AEP_02429	 	 
WP_087495611.1	AEP_02429	AEP_RS12105
AEP_02430	 	 
WP_087495612.1	AEP_02430	AEP_RS12110
AEP_02431	 	 
WP_087495613.1	AEP_02431	AEP_RS12115
AEP_02432	 	 
WP_157673158.1	AEP_02432	AEP_RS12120
AEP_02433	 	 
WP_087495615.1	AEP_02433	AEP_RS12125
AEP_02434	 	 
WP_087495616.1	AEP_02434	AEP_RS12130
AEP_02435	 	 
WP_087495617.1	AEP_02435	AEP_RS12135
AEP_02436	 	 
WP_087497314.1	AEP_02436	AEP_RS12140
AEP_02437	 	 
WP_087495618.1	AEP_02437	AEP_RS12145
AEP_02438	 	 
WP_087495619.1	AEP_02438	AEP_RS12150
AEP_02439	 	 
WP_087495620.1	AEP_02439	AEP_RS12155
AEP_02440	 	 
WP_087495621.1	AEP_02440	AEP_RS12160
AEP_02441	 	 
WP_087495622.1	AEP_02441	AEP_RS12165
AEP_02442	 	 
WP_232459819.1	AEP_02442	AEP_RS12170
AEP_02443	 	 
WP_087495623.1	AEP_02443	AEP_RS12175
AEP_02444	 	 
WP_087497316.1	AEP_02444	AEP_RS12180
AEP_02445	 	 
WP_087495624.1	AEP_02445	AEP_RS12185
AEP_02446	 	 
WP_087495625.1	AEP_02446	AEP_RS12190
AEP_02447	 	 
WP_087495626.1	AEP_02447	AEP_RS12195
AEP_02448	 	 
WP_087495627.1	AEP_02448	AEP_RS12200
AEP_02449	 	 
WP_087495628.1	AEP_02449	AEP_RS12205
AEP_02450	 	 
WP_087495629.1	AEP_02450	AEP_RS12210
AEP_02451	 	 
WP_087495630.1	AEP_02451	AEP_RS12215
AEP_02452	 	 
WP_087495631.1	AEP_02452	AEP_RS12220
AEP_02453	 	 
WP_198301819.1	AEP_02453	AEP_RS12225
AEP_02454	 	 
WP_087495632.1	AEP_02454	AEP_RS12230
AEP_02455	 	 
WP_087495633.1	AEP_02455	AEP_RS12235
AEP_02456	 	 
WP_157673159.1	AEP_02456	AEP_RS20730
AEP_02457	 	 
WP_087495635.1	AEP_02457	AEP_RS12245
AEP_02458	 	 
WP_087495636.1	AEP_02458	AEP_RS12250
AEP_02459	 	 
WP_087495637.1	AEP_02459	AEP_RS12255
AEP_02460	 	 
WP_087495638.1	AEP_02460	AEP_RS12260
AEP_02461	 	 
WP_087495639.1	AEP_02461	AEP_RS12265
AEP_02462	 	 
WP_087497318.1	AEP_02462	AEP_RS12270
AEP_02463	 	 
WP_087495640.1	AEP_02463	AEP_RS12275
WP_087495641.1	 	 
AEP_02465	 	 
WP_087495642.1	AEP_02465	AEP_RS12285
AEP_02466	 	 
WP_087495643.1	AEP_02466	AEP_RS12290
AEP_02467	 	 
WP_232459820.1	AEP_02467	AEP_RS12295
AEP_02468	 	 
WP_087495644.1	AEP_02468	AEP_RS12300
AEP_02469	 	 
WP_087495645.1	AEP_02469	AEP_RS12305
AEP_02470	 	 
WP_087495646.1	AEP_02470	AEP_RS12310
AEP_02471	 	 
WP_087495647.1	AEP_02471	AEP_RS12315
AEP_02472	 	 
WP_087495648.1	AEP_02472	AEP_RS12320
AEP_02473	 	 
WP_087495649.1	AEP_02473	AEP_RS12325
AEP_02474	 	 
WP_087495650.1	AEP_02474	AEP_RS12330
AEP_02475	 	 
WP_087495651.1	AEP_02475	AEP_RS12335
AEP_02476	 	 
WP_087495652.1	AEP_02476	AEP_RS12340
AEP_02477	 	 
WP_198301820.1	AEP_02477	AEP_RS12345
AEP_02478	 	 
WP_087495654.1	AEP_02478	AEP_RS12350
AEP_02479	 	 
WP_087495655.1	AEP_02479	AEP_RS12355
AEP_02480	 	 
WP_087495656.1	AEP_02480	AEP_RS12360
AEP_02481	 	 
WP_087495657.1	AEP_02481	AEP_RS12365
AEP_02482	 	 
WP_087495658.1	AEP_02482	AEP_RS12370
AEP_02483	 	 
WP_087495659.1	AEP_02483	AEP_RS12375
AEP_02484	 	 
WP_087495660.1	AEP_02484	AEP_RS12380
AEP_02485	 	 
WP_087495661.1	AEP_02485	AEP_RS12385
AEP_02486	 	 
WP_087495662.1	AEP_02486	AEP_RS12390
AEP_02487	 	 
WP_087495663.1	AEP_02487	AEP_RS12395
AEP_02488	 	 
