protein_id	old_locus_tag	locus_tag
WP_087497206.1	AEP_01171	AEP_RS05865
WP_087494522.1	AEP_01172	AEP_RS05870
WP_087494523.1	AEP_01173	AEP_RS05875
WP_087494524.1	AEP_01174	AEP_RS05880
WP_087494525.1	AEP_01175	AEP_RS05885
WP_087494526.1	AEP_01176	AEP_RS05890
WP_087494527.1	AEP_01177	AEP_RS05895
WP_087494528.1	AEP_01178	AEP_RS05900
WP_087494529.1	AEP_01179	AEP_RS05905
WP_087494530.1	AEP_01180	AEP_RS05910
WP_087494531.1	AEP_01181	AEP_RS05915
WP_087494532.1	AEP_01182	AEP_RS05920
WP_087494533.1	AEP_01183	AEP_RS05925
WP_087494534.1	AEP_01184	AEP_RS05930
WP_087494535.1	AEP_01186	AEP_RS05940
WP_087494536.1	AEP_01187	AEP_RS05945
WP_087494537.1	AEP_01188	AEP_RS05950
WP_087494538.1	AEP_01189	AEP_RS05955
WP_087494539.1	AEP_01190	AEP_RS05960
WP_087494540.1	AEP_01191	AEP_RS05965
WP_087494541.1	AEP_01192	AEP_RS05970
WP_087494542.1	AEP_01193	AEP_RS05975
WP_087494543.1	AEP_01194	AEP_RS05980
WP_157673064.1	AEP_01195	AEP_RS20630
WP_157673065.1	AEP_01196	AEP_RS05985
WP_087494545.1	AEP_01197	AEP_RS05990
WP_087494546.1	AEP_01198	AEP_RS05995
WP_087494547.1	AEP_01199	AEP_RS06000
WP_087497207.1	AEP_01200	AEP_RS06005
WP_087494548.1	AEP_01201	AEP_RS06010
WP_087494549.1	AEP_01202	AEP_RS06015
WP_087494550.1	AEP_01203	AEP_RS06020
WP_087497208.1	AEP_01204	AEP_RS06025
WP_087494551.1	AEP_01205	AEP_RS06030
WP_087494552.1	AEP_01206	AEP_RS06035
WP_087494553.1	AEP_01207	AEP_RS06040
WP_087494554.1	AEP_01208	AEP_RS06045
WP_006296472.1	AEP_01209	AEP_RS06050
WP_087494555.1	AEP_01210	AEP_RS06055
WP_232459945.1	AEP_01211	AEP_RS06060
WP_087494556.1	AEP_01212	AEP_RS06065
WP_087494557.1	AEP_01213	AEP_RS06070
WP_087494558.1	AEP_01214	AEP_RS06075
WP_087494559.1	AEP_01215	AEP_RS06080
WP_087494560.1	AEP_01216	AEP_RS06085
WP_087494561.1	AEP_01217	AEP_RS06090
WP_087494562.1	AEP_01218	AEP_RS06095
WP_198301901.1	AEP_01219	AEP_RS06100
WP_087494563.1	AEP_01220	AEP_RS06105
WP_087494564.1	AEP_01221	AEP_RS06110
WP_087494565.1	AEP_01222	AEP_RS06115
WP_087494566.1	AEP_01223	AEP_RS06120
WP_087494567.1	AEP_01224	AEP_RS06125
WP_087494568.1	AEP_01225	AEP_RS06130
WP_087494569.1	AEP_01226	AEP_RS06135
WP_087494570.1	AEP_01227	AEP_RS06140
WP_087494571.1	AEP_01228	AEP_RS06145
WP_087497211.1	AEP_01229	AEP_RS06150
WP_087494572.1	AEP_01230	AEP_RS06155
WP_232459946.1	AEP_01231	AEP_RS06160
WP_087494573.1	AEP_01232	AEP_RS06165
WP_087494574.1	AEP_01233	AEP_RS06170
WP_087494575.1	AEP_01234	AEP_RS06175
WP_087494576.1	AEP_01235	AEP_RS06180
WP_087494577.1	AEP_01236	AEP_RS06185
WP_087494578.1	AEP_01237	AEP_RS06190
WP_087494579.1	AEP_01238	AEP_RS06195
WP_087494580.1	AEP_01239	AEP_RS06200
WP_087494581.1	AEP_01240	AEP_RS06205
WP_087494582.1	AEP_01241	AEP_RS06210
WP_157673066.1	AEP_01242	AEP_RS06215
WP_087494584.1	AEP_01243	AEP_RS06220
WP_087494585.1	AEP_01244	AEP_RS06225
WP_087494586.1	AEP_01245	AEP_RS06230
WP_087494587.1	AEP_01246	AEP_RS06235
WP_087494588.1	AEP_01247	AEP_RS06240
WP_087494589.1	AEP_01248	AEP_RS06245
WP_087494590.1	AEP_01249	AEP_RS06250
WP_087494591.1	AEP_01250	AEP_RS06255
WP_087494592.1	AEP_01251	AEP_RS06260
WP_087494593.1	AEP_01252	AEP_RS06265
WP_087494594.1	AEP_01253	AEP_RS06270
WP_087494595.1	AEP_01254	AEP_RS06275
WP_198301902.1	AEP_01255	AEP_RS06280
WP_087494596.1	AEP_01256	AEP_RS06285
WP_087494597.1	AEP_01257	AEP_RS06290
WP_087494598.1	AEP_01258	AEP_RS06295
WP_087494599.1	AEP_01259	AEP_RS06300
WP_087494600.1	AEP_01260	AEP_RS06305
WP_198301903.1	AEP_01261	AEP_RS06310
WP_087494602.1	AEP_01262	AEP_RS06315
WP_087494603.1	AEP_01263	AEP_RS06320
WP_232459947.1	AEP_01265	AEP_RS06325
WP_087497215.1	AEP_01266	AEP_RS06330
WP_087494604.1	AEP_01267	AEP_RS06335
WP_087494605.1	AEP_01268	AEP_RS06340
WP_157673067.1	AEP_01269	AEP_RS06345
WP_087494607.1	AEP_01270	AEP_RS06350
WP_087494608.1	AEP_01271	AEP_RS06355
WP_087494609.1	AEP_01272	AEP_RS06360
WP_087494610.1	AEP_01273	AEP_RS06365
WP_087494611.1	AEP_01274	AEP_RS06370
WP_157673068.1	AEP_01275	AEP_RS06375
WP_087494613.1	AEP_01276	AEP_RS06380
WP_087494614.1	AEP_01277	AEP_RS06385
WP_087494615.1	AEP_01278	AEP_RS06390
WP_087494616.1	AEP_01279	AEP_RS06395
WP_157673069.1	AEP_01280	AEP_RS06400
WP_087494618.1	AEP_01281	AEP_RS06405
WP_198301904.1	AEP_01282	AEP_RS20845
WP_087494619.1	AEP_01283	AEP_RS06415
WP_087494620.1	AEP_01284	AEP_RS06420
WP_087497216.1	AEP_01285	AEP_RS06425
WP_157673070.1	AEP_01286	AEP_RS06430
WP_087494622.1	AEP_02491	AEP_RS12415
WP_087494623.1	AEP_01288	AEP_RS06440
WP_087494624.1	AEP_01289	AEP_RS06445
WP_087494625.1	AEP_01290	AEP_RS06450
WP_087494626.1	AEP_01291	AEP_RS06455
WP_087494627.1	AEP_01292	AEP_RS06460
WP_087494628.1	AEP_01293	AEP_RS06465
WP_087494629.1	AEP_01294	AEP_RS06470
WP_087494630.1	AEP_01295	AEP_RS06475
WP_087494631.1	AEP_01296	AEP_RS06480
WP_157673071.1	AEP_01297	AEP_RS06485
WP_087494633.1	AEP_01298	AEP_RS06490
WP_087494634.1	AEP_01299	AEP_RS06495
WP_087497217.1	AEP_01300	AEP_RS06500
WP_087494635.1	AEP_01301	AEP_RS06505
WP_087494636.1	AEP_01302	AEP_RS06510
WP_087497218.1	AEP_01303	AEP_RS06515
WP_087494637.1	AEP_01304	AEP_RS06520
WP_087494638.1	AEP_01305	AEP_RS06525
WP_087494639.1	AEP_01306	AEP_RS06530
WP_087494640.1	AEP_01307	AEP_RS06535
WP_087494641.1	AEP_01308	AEP_RS06540
WP_087494642.1	AEP_01309	AEP_RS06545
WP_198301906.1	AEP_01311	AEP_RS06555
WP_087494645.1	AEP_01312	AEP_RS06560
WP_232459948.1	AEP_01313	AEP_RS06565
WP_087494647.1	AEP_01314	AEP_RS06570
WP_087494648.1	AEP_01315	AEP_RS06575
WP_087494649.1	AEP_01316	AEP_RS06580
WP_087494650.1	AEP_01317	AEP_RS06585
WP_232459949.1	AEP_01318	AEP_RS06590
WP_087494652.1	AEP_01319	AEP_RS06595
WP_087494653.1	AEP_01320	AEP_RS06600
WP_087494654.1	AEP_01321	AEP_RS06605
WP_087494655.1	AEP_01322	AEP_RS06610
WP_087494656.1	AEP_01323	AEP_RS06615
WP_087494657.1	AEP_01324	AEP_RS06620
WP_232459950.1	AEP_01325	AEP_RS06625
WP_087494658.1	AEP_01326	AEP_RS06630
WP_087494659.1	AEP_01327	AEP_RS06635
WP_087494660.1	AEP_01328	AEP_RS06640
WP_087494661.1	AEP_01329	AEP_RS06645
WP_087494662.1	AEP_01330	AEP_RS06650
WP_087494663.1	AEP_01331	AEP_RS06655
WP_087494664.1	AEP_01332	AEP_RS06660
WP_087494665.1	AEP_01333	AEP_RS06665
WP_087494666.1	AEP_01334	AEP_RS06670
WP_087494667.1	AEP_01335	AEP_RS06675
WP_087494668.1	AEP_01336	AEP_RS06680
WP_087497220.1	AEP_01337	AEP_RS06685
WP_087494669.1	AEP_01338	AEP_RS06690
WP_232459951.1	AEP_01339	AEP_RS06695
WP_087497222.1	AEP_01340	AEP_RS06700
WP_232459990.1	AEP_01341	AEP_RS06705
WP_087494671.1	AEP_01342	AEP_RS06710
WP_087494672.1	AEP_01343	AEP_RS06715
WP_087494673.1	AEP_01344	AEP_RS06720
WP_087494674.1	AEP_01345	AEP_RS06725
WP_087494675.1	AEP_01346	AEP_RS06730
WP_087497223.1	AEP_01347	AEP_RS06735
WP_087494676.1	AEP_01348	AEP_RS06740
WP_087494677.1	AEP_01349	AEP_RS06745
WP_087494678.1	AEP_01350	AEP_RS06750
WP_087494679.1	AEP_01351	AEP_RS06755
WP_087494680.1	AEP_01352	AEP_RS06760
WP_087494681.1	AEP_01353	AEP_RS06765
WP_087494682.1	AEP_01354	AEP_RS06770
WP_087494683.1	AEP_01355	AEP_RS06775
WP_087494684.1	AEP_01356	AEP_RS06780
WP_087494685.1	AEP_01357	AEP_RS06785
WP_087494686.1	AEP_01358	AEP_RS06790
WP_087494687.1	AEP_01359	AEP_RS06795
WP_087494688.1	AEP_01360	AEP_RS06800
WP_087494689.1	AEP_01361	AEP_RS06805
WP_087494690.1	AEP_01362	AEP_RS06810
WP_087494691.1	AEP_01363	AEP_RS06815
WP_087494692.1	AEP_01364	AEP_RS06820
WP_087497224.1	AEP_01365	AEP_RS06825
WP_087494693.1	AEP_01366	AEP_RS06830
WP_087494694.1	AEP_01367	AEP_RS06835
WP_087494695.1	AEP_01368	AEP_RS06840
WP_087494696.1	AEP_01369	AEP_RS06845
WP_087494697.1	AEP_01370	AEP_RS06850
WP_087494698.1	AEP_01371	AEP_RS06855
WP_087494699.1	AEP_01372	AEP_RS06860
WP_087494700.1	AEP_01373	AEP_RS06865
WP_087497225.1	AEP_01374	AEP_RS06870
WP_232459952.1	AEP_01375	AEP_RS06875
WP_087497226.1	AEP_01376	AEP_RS06880
WP_087494702.1	AEP_01377	AEP_RS06885
WP_087494703.1	AEP_01378	AEP_RS06890
WP_087494704.1	AEP_01379	AEP_RS06895
WP_087497227.1	AEP_01380	AEP_RS06900
WP_087494705.1	AEP_01384	AEP_RS06920
WP_087494706.1	AEP_01385	AEP_RS06925
WP_087494707.1	AEP_01386	AEP_RS06930
WP_087494708.1	AEP_01387	AEP_RS06935
WP_087494709.1	AEP_01388	AEP_RS06940
WP_087494710.1	AEP_01389	AEP_RS06945
WP_087494711.1	AEP_01390	AEP_RS06950
WP_087494712.1	AEP_01391	AEP_RS06955
WP_087494713.1	AEP_01392	AEP_RS06960
WP_087494714.1	AEP_01393	AEP_RS06965
WP_087494715.1	AEP_01394	AEP_RS06970
WP_087494716.1	AEP_01395	AEP_RS06975
WP_087494717.1	AEP_01396	AEP_RS06980
WP_087494718.1	AEP_01397	AEP_RS06985
WP_087494719.1	AEP_01398	AEP_RS06990
WP_087494720.1	AEP_01399	AEP_RS06995
WP_087494721.1	AEP_01400	AEP_RS07000
WP_087494722.1	AEP_01401	AEP_RS07005
WP_087494723.1	AEP_01402	AEP_RS07010
WP_087494725.1	AEP_01404	AEP_RS07020
WP_087494726.1	AEP_01405	AEP_RS07025
WP_087494727.1	AEP_01406	AEP_RS07030
WP_087497228.1	AEP_01407	AEP_RS07035
WP_087494728.1	AEP_01408	AEP_RS07040
WP_157673072.1	AEP_01409	AEP_RS07045
WP_257789659.1	AEP_01410	AEP_RS07050
WP_087494730.1	AEP_01411	AEP_RS07055
WP_087494731.1	AEP_01412	AEP_RS07060
WP_087494732.1	AEP_01414	AEP_RS07070
WP_087494733.1	AEP_01415	AEP_RS07075
WP_087494734.1	AEP_01416	AEP_RS07080
WP_198301908.1	AEP_01417	AEP_RS07085
WP_087494736.1	AEP_01418	AEP_RS07090
WP_198301909.1	AEP_01419	AEP_RS07095
WP_087494737.1	AEP_01420	AEP_RS07100
WP_087494738.1	AEP_01421	AEP_RS07105
WP_087494739.1	AEP_01422	AEP_RS07110
WP_232459953.1	AEP_01423	AEP_RS07115
WP_157673073.1	AEP_01424	AEP_RS07120
WP_087494742.1	AEP_01425	AEP_RS07125
WP_087494743.1	AEP_01426	AEP_RS07130
WP_157673074.1	AEP_01427	AEP_RS07135
WP_087494744.1	AEP_01428	AEP_RS07140
WP_087494745.1	AEP_01429	AEP_RS07145
WP_087494746.1	AEP_01430	AEP_RS07150
WP_087494747.1	AEP_01431	AEP_RS07155
WP_087494748.1	AEP_01432	AEP_RS07160
WP_087494749.1	AEP_01433	AEP_RS07165
WP_087494750.1	AEP_01434	AEP_RS07170
WP_087494751.1	AEP_01435	AEP_RS07175
WP_087494752.1	AEP_01436	AEP_RS07180
WP_087494753.1	AEP_01437	AEP_RS07185
WP_087494754.1	AEP_01438	AEP_RS07190
WP_087494755.1	AEP_01439	AEP_RS07195
WP_087494756.1	AEP_01440	AEP_RS07200
WP_087497231.1	AEP_01441	AEP_RS07205
WP_087494757.1	AEP_01442	AEP_RS07210
WP_087497232.1	AEP_01443	AEP_RS07215
WP_157673075.1	AEP_01444	AEP_RS07220
WP_087494759.1	AEP_01445	AEP_RS07225
WP_087494760.1	AEP_01446	AEP_RS07230
WP_087494761.1	AEP_01447	AEP_RS07235
WP_087494762.1	AEP_01448	AEP_RS07240
WP_087494763.1	AEP_01449	AEP_RS07245
WP_087494764.1	AEP_01450	AEP_RS07250
WP_087494765.1	AEP_01451	AEP_RS07255
WP_087494766.1	AEP_01452	AEP_RS07260
WP_087494767.1	AEP_01453	AEP_RS07265
WP_087494768.1	AEP_01454	AEP_RS07270
WP_087494769.1	AEP_01455	AEP_RS07275
WP_087494770.1	AEP_01456	AEP_RS07280
WP_087494771.1	AEP_01457	AEP_RS07285
WP_087494772.1	AEP_01458	AEP_RS07290
WP_087497233.1	AEP_01459	AEP_RS07295
WP_087494773.1	AEP_01460	AEP_RS07300
WP_087494774.1	AEP_01461	AEP_RS07305
WP_087497234.1	AEP_01462	AEP_RS07310
WP_087494775.1	AEP_01463	AEP_RS07315
WP_087494776.1	AEP_01464	AEP_RS07320
WP_087494777.1	AEP_01465	AEP_RS07325
WP_087494778.1	AEP_01466	AEP_RS07330
WP_087494779.1	AEP_01467	AEP_RS07335
WP_087494780.1	AEP_01468	AEP_RS07340
WP_087494781.1	AEP_01469	AEP_RS07345
WP_087494782.1	AEP_01470	AEP_RS07350
WP_087494783.1	AEP_01471	AEP_RS07355
WP_087494784.1	AEP_01472	AEP_RS07360
WP_087494785.1	AEP_01473	AEP_RS07365
WP_087494786.1	AEP_01474	AEP_RS07370
WP_087494787.1	AEP_01475	AEP_RS07375
WP_087494788.1	AEP_01476	AEP_RS07380
WP_198301911.1	AEP_01477	AEP_RS07385
WP_087494789.1	AEP_01478	AEP_RS07390
WP_087497236.1	AEP_01479	AEP_RS07395
WP_087494790.1	AEP_01480	AEP_RS07400
WP_087494791.1	AEP_01481	AEP_RS07405
WP_087494792.1	AEP_01482	AEP_RS07410
WP_087494793.1	AEP_01483	AEP_RS07415
WP_087494794.1	AEP_01484	AEP_RS07420
WP_087494795.1	AEP_01485	AEP_RS07425
WP_087494796.1	AEP_01486	AEP_RS07430
WP_087494797.1	AEP_01487	AEP_RS07435
WP_087494798.1	AEP_01488	AEP_RS07440
WP_087494799.1	AEP_01489	AEP_RS07445
WP_087494800.1	AEP_01490	AEP_RS07450
WP_087494801.1	AEP_01491	AEP_RS07455
WP_087494802.1	AEP_01492	AEP_RS07460
WP_087494803.1	AEP_01493	AEP_RS07465
WP_087494804.1	AEP_01494	AEP_RS07470
WP_087494805.1	AEP_01495	AEP_RS20855
WP_087494806.1	AEP_01496	AEP_RS07480
WP_157673076.1	AEP_01497	AEP_RS20640
WP_087494809.1	AEP_01498	AEP_RS07495
WP_087494810.1	AEP_01499	AEP_RS07500
WP_087494811.1	AEP_01500	AEP_RS07505
WP_232459954.1	AEP_01501	AEP_RS07510
WP_087494812.1	AEP_01502	AEP_RS07515
WP_087494813.1	AEP_01503	AEP_RS07520
WP_087494814.1	AEP_01504	AEP_RS07525
WP_087494815.1	AEP_01505	AEP_RS07530
WP_087497238.1	AEP_01506	AEP_RS07535
WP_087494816.1	AEP_01507	AEP_RS07540
WP_087494817.1	AEP_01508	AEP_RS07545
WP_087494818.1	AEP_01509	AEP_RS07550
WP_087497239.1	AEP_01510	AEP_RS07555
WP_087494819.1	AEP_01511	AEP_RS07560
WP_087494820.1	AEP_01512	AEP_RS07565
WP_087494821.1	AEP_01513	AEP_RS07570
WP_087494822.1	AEP_01514	AEP_RS07575
WP_087494823.1	AEP_01515	AEP_RS07580
WP_087494824.1	AEP_01517	AEP_RS07590
WP_087497240.1	AEP_01518	AEP_RS07595
WP_087494825.1	AEP_01519	AEP_RS07600
WP_087494826.1	AEP_01520	AEP_RS07605
WP_087494827.1	AEP_01521	AEP_RS07610
WP_087494828.1	AEP_01522	AEP_RS07615
WP_087494829.1	AEP_01523	AEP_RS07620
WP_087494830.1	AEP_01524	AEP_RS07625
WP_087494831.1	AEP_01525	AEP_RS07630
WP_087494832.1	AEP_01526	AEP_RS07635
WP_087494833.1	AEP_01527	AEP_RS07640
WP_087497241.1	AEP_01528	AEP_RS07645
WP_087494834.1	AEP_01530	AEP_RS07655
WP_087494835.1	AEP_01531	AEP_RS07660
WP_232459955.1	AEP_01532	AEP_RS07665
WP_087494836.1	AEP_01533	AEP_RS07670
WP_087494837.1	AEP_01534	AEP_RS07675
WP_087494838.1	AEP_01535	AEP_RS07680
WP_087494839.1	AEP_01536	AEP_RS07685
WP_198301912.1	AEP_01537	AEP_RS07690
WP_087494841.1	AEP_01538	AEP_RS07695
WP_087494842.1	AEP_01539	AEP_RS07700
WP_087494843.1	AEP_01540	AEP_RS07705
WP_157673077.1	AEP_01541	AEP_RS07710
WP_232459956.1	AEP_01545	AEP_RS07725
WP_087494847.1	AEP_01546	AEP_RS20985
WP_087494848.1	AEP_01547	AEP_RS07735
WP_257789664.1	AEP_01548	AEP_RS07740
WP_087497244.1	AEP_01551	AEP_RS07755
WP_087494851.1	AEP_01552	AEP_RS07760
WP_087494852.1	AEP_01553	AEP_RS07765
WP_087494853.1	AEP_01554	AEP_RS07770
WP_087494854.1	AEP_01555	AEP_RS07775
WP_087497245.1	AEP_01556	AEP_RS07780
WP_087494855.1	AEP_01557	AEP_RS07785
WP_087494856.1	AEP_01558	AEP_RS07790
WP_087494857.1	AEP_01559	AEP_RS07795
WP_087494858.1	AEP_01560	AEP_RS07800
WP_087494859.1	AEP_01562	AEP_RS07810
WP_087494860.1	AEP_01563	AEP_RS07815
WP_087494861.1	AEP_01564	AEP_RS07820
WP_087494862.1	AEP_01565	AEP_RS07825
WP_087494863.1	AEP_01566	AEP_RS07830
WP_087494864.1	AEP_01567	AEP_RS07835
WP_087494865.1	AEP_01568	AEP_RS07840
WP_257789660.1	AEP_01569	AEP_RS07845
WP_087494867.1	AEP_01570	AEP_RS07850
WP_087494868.1	AEP_01571	AEP_RS07855
WP_157673079.1	AEP_01572	AEP_RS07860
WP_087494870.1	AEP_01573	AEP_RS07865
WP_087494871.1	AEP_01574	AEP_RS07870
WP_232459995.1	AEP_01575	AEP_RS07875
WP_087494873.1	AEP_01576	AEP_RS07880
WP_087494874.1	AEP_01577	AEP_RS07885
WP_087494875.1	AEP_01578	AEP_RS07890
WP_232459958.1	AEP_01579	AEP_RS07895
WP_157673080.1	AEP_01580	AEP_RS07900
WP_232459959.1	AEP_01581	AEP_RS07905
WP_087494877.1	AEP_01582	AEP_RS07910
WP_087494878.1	AEP_01583	AEP_RS07915
WP_087494879.1	AEP_01584	AEP_RS07920
WP_198301914.1	AEP_01585	AEP_RS07925
WP_087497248.1	AEP_01586	AEP_RS07930
WP_087494881.1	AEP_01587	AEP_RS07935
WP_087494882.1	AEP_01588	AEP_RS07940
WP_087494883.1	AEP_01589	AEP_RS07945
WP_157673081.1	AEP_01591	AEP_RS07955
WP_087494885.1	AEP_01592	AEP_RS07960
WP_087494886.1	AEP_01593	AEP_RS07965
WP_087494887.1	AEP_01594	AEP_RS07970
WP_087494888.1	AEP_01595	AEP_RS07975
WP_087494889.1	AEP_01596	AEP_RS07980
WP_087497249.1	AEP_01597	AEP_RS07990
WP_087494891.1	AEP_01598	AEP_RS07995
WP_232459960.1	AEP_01599	AEP_RS20990
WP_087494893.1	AEP_01600	AEP_RS08010
WP_087494894.1	AEP_01601	AEP_RS08015
WP_087494895.1	AEP_01602	AEP_RS08020
WP_087494896.1	AEP_01603	AEP_RS08025
WP_087494897.1	AEP_01604	AEP_RS08030
WP_087494898.1	AEP_01605	AEP_RS08035
WP_087494899.1	AEP_01606	AEP_RS08040
WP_087494900.1	AEP_01607	AEP_RS08045
WP_198301916.1	AEP_01609	AEP_RS08055
WP_087494903.1	AEP_01610	AEP_RS08060
WP_087494904.1	AEP_01611	AEP_RS08065
WP_157673083.1	AEP_01612	AEP_RS08070
WP_087494906.1	AEP_01613	AEP_RS08075
WP_087497250.1	AEP_01614	AEP_RS08080
WP_198301917.1	AEP_01616	AEP_RS08085
WP_087494908.1	AEP_01617	AEP_RS08090
WP_087494909.1	AEP_01620	AEP_RS08100
WP_087494911.1	AEP_01622	AEP_RS08110
WP_087494912.1	AEP_01623	AEP_RS08115
WP_087494913.1	AEP_01624	AEP_RS08120
WP_087494915.1	AEP_01625	AEP_RS08130
WP_087497251.1	AEP_01628	AEP_RS08150
WP_087494917.1	AEP_01629	AEP_RS08155
WP_087494919.1	AEP_01630	AEP_RS08165
WP_087494920.1	AEP_01631	AEP_RS08170
WP_157673085.1	AEP_01632	AEP_RS08175
WP_157673086.1	AEP_01633	AEP_RS08185
WP_087494923.1	AEP_01634	AEP_RS08190
WP_157673087.1	AEP_01635	AEP_RS08195
WP_087494925.1	AEP_01636	AEP_RS08200
WP_157673088.1	AEP_01637	AEP_RS08205
WP_157673089.1	AEP_01638	AEP_RS08210
WP_087494928.1	AEP_01639	AEP_RS08215
WP_087494929.1	AEP_01640	AEP_RS08220
WP_157673090.1	AEP_01643	AEP_RS08230
WP_087494931.1	AEP_01644	AEP_RS08235
WP_087494932.1	AEP_01645	AEP_RS08240
WP_087494933.1	AEP_01646	AEP_RS08245
WP_087494934.1	AEP_01647	AEP_RS08250
WP_157673091.1	AEP_01648	AEP_RS08255
WP_087494936.1	AEP_01649	AEP_RS08260
WP_087494937.1	AEP_01650	AEP_RS08265
WP_232459996.1	AEP_01651	AEP_RS08270
WP_157673093.1	AEP_01652	AEP_RS08275
WP_198301919.1	AEP_01653	AEP_RS08280
WP_157673094.1	AEP_01654	AEP_RS08285
WP_157673095.1	AEP_01655	AEP_RS08290
WP_232459962.1	AEP_01656	AEP_RS08295
WP_087494943.1	AEP_01657	AEP_RS08300
WP_087494944.1	AEP_01658	AEP_RS08310
WP_157673096.1	AEP_01659	AEP_RS20650
WP_198301920.1	AEP_01660	AEP_RS20860
WP_087494945.1	AEP_01661	AEP_RS08315
WP_157673098.1	AEP_01663	AEP_RS08325
WP_157673100.1	AEP_01664	AEP_RS08330
WP_087494949.1	AEP_01665	AEP_RS08335
WP_087494950.1	AEP_01666	AEP_RS08340
WP_087494951.1	AEP_01667	AEP_RS08345
WP_087494952.1	AEP_01668	AEP_RS08350
WP_198301921.1	AEP_01669	AEP_RS08355
WP_087494954.1	AEP_01670	AEP_RS08360
WP_087494955.1	AEP_01671	AEP_RS08365
WP_087494956.1	AEP_01672	AEP_RS08370
WP_087494958.1	AEP_01674	AEP_RS08385
WP_198301922.1	AEP_01675	AEP_RS20865
WP_087494960.1	AEP_01679	AEP_RS08405
WP_087494961.1	AEP_01680	AEP_RS08415
WP_087497255.1	AEP_01683	AEP_RS08425
WP_087494963.1	AEP_01684	AEP_RS08430
WP_198301923.1	AEP_01686	AEP_RS08440
WP_087494967.1	AEP_01689	AEP_RS08455
WP_157673104.1	AEP_01691	AEP_RS20675
WP_087494968.1	AEP_01692	AEP_RS08460
WP_087494969.1	AEP_01693	AEP_RS08465
WP_087494970.1	AEP_01694	AEP_RS08470
WP_087494971.1	AEP_01695	AEP_RS08475
WP_232459964.1	AEP_01696	AEP_RS08480
WP_157673106.1	AEP_01697	AEP_RS08485
WP_157673107.1	AEP_01698	AEP_RS08490
WP_087494975.1	AEP_01699	AEP_RS08495
WP_087494976.1	AEP_01700	AEP_RS08500
WP_087494977.1	AEP_01701	AEP_RS08505
WP_087494978.1	AEP_01702	AEP_RS08510
WP_087494979.1	AEP_01703	AEP_RS08515
WP_157673108.1	AEP_01704	AEP_RS08520
WP_198301924.1	AEP_01705	AEP_RS08525
WP_157673109.1	AEP_01706	AEP_RS08530
WP_157673110.1	AEP_01707	AEP_RS08535
WP_087494984.1	AEP_01708	AEP_RS08540
WP_087494986.1	AEP_01710	AEP_RS08550
WP_087494987.1	AEP_01711	AEP_RS08555
WP_087494988.1	AEP_01712	AEP_RS08560
WP_087494989.1	AEP_01713	AEP_RS08565
WP_087494990.1	AEP_01714	AEP_RS08570
WP_157673111.1	AEP_01715	AEP_RS08575
WP_087494992.1	AEP_01716	AEP_RS08580
WP_087494993.1	AEP_01717	AEP_RS08585
WP_087494994.1	AEP_01718	AEP_RS08590
WP_087494995.1	AEP_01719	AEP_RS08595
WP_087494996.1	AEP_01720	AEP_RS08600
WP_087494997.1	AEP_01721	AEP_RS08605
WP_087494998.1	AEP_01722	AEP_RS08610
WP_087495002.1	AEP_01728	AEP_RS08635
WP_087495003.1	AEP_01729	AEP_RS08640
WP_087495004.1	AEP_01730	AEP_RS08645
WP_157673112.1	AEP_01732	AEP_RS08655
WP_087495007.1	AEP_01733	AEP_RS08660
WP_087495008.1	AEP_01736	AEP_RS08670
WP_087495009.1	AEP_01737	AEP_RS08675
WP_087495010.1	AEP_01738	AEP_RS08680
WP_087495011.1	AEP_01739	AEP_RS08685
WP_157673113.1	AEP_01740	AEP_RS20690
WP_087495012.1	AEP_01741	AEP_RS08690
WP_087495013.1	AEP_01742	AEP_RS08695
WP_087495014.1	AEP_01743	AEP_RS08700
WP_087495015.1	AEP_01744	AEP_RS08705
WP_232459965.1	AEP_01745	AEP_RS08710
WP_157673114.1	AEP_01746	AEP_RS08715
WP_087495017.1	AEP_01747	AEP_RS08720
WP_087495018.1	AEP_01748	AEP_RS08725
WP_087495019.1	AEP_01749	AEP_RS08730
WP_087495020.1	AEP_01750	AEP_RS08735
WP_087495021.1	AEP_01751	AEP_RS08740
WP_157673115.1	AEP_01752	AEP_RS08745
WP_087495023.1	AEP_01753	AEP_RS08750
WP_087495024.1	AEP_01754	AEP_RS08755
WP_087495025.1	AEP_01755	AEP_RS08760
WP_087495026.1	AEP_01756	AEP_RS08765
WP_087495027.1	AEP_01757	AEP_RS08770
WP_087495028.1	AEP_01758	AEP_RS08775
WP_087495029.1	AEP_01759	AEP_RS08780
WP_087495030.1	AEP_01760	AEP_RS08785
WP_087495031.1	AEP_01761	AEP_RS08790
WP_087495032.1	AEP_01762	AEP_RS08795
WP_087495033.1	AEP_01763	AEP_RS08800
WP_087495034.1	AEP_01764	AEP_RS08805
WP_087495035.1	AEP_01765	AEP_RS08810
WP_087495036.1	AEP_01766	AEP_RS08815
WP_157673116.1	AEP_01767	AEP_RS08820
WP_087495038.1	AEP_01768	AEP_RS08825
WP_087495039.1	AEP_01769	AEP_RS08830
WP_087495040.1	AEP_01770	AEP_RS08835
WP_232459966.1	AEP_01771	AEP_RS08840
WP_087495042.1	AEP_01772	AEP_RS08845
WP_087495043.1	AEP_01775	AEP_RS08855
WP_087495044.1	AEP_01776	AEP_RS08860
WP_198301925.1	AEP_01777	AEP_RS08865
